"word","freq"
"love",453.379
"can",205.104
"know",174.739
"oh",141.924
"just",131.198
"never",126.308
"got",125.107
"one",124.957
"world",105.25
"life",99.1
"see",98.935
"go",92.377
"night",92.006
"like",91.127
"baby",90.789
"heart",88.317
"let",84.658
"away",82.944
"make",78.083
"now",77.344
"take",73.211
"time",72.318
"way",67.283
"say",65.903
"want",64.037
"get",62.962
"gonna",62.487
"yeah",59.114
"man",57.061
"every",55.519
"eyes",55.326
"lonely",54.101
"day",52.217
"someone",51.245
"come",50.438
"la",50.161
"hold",49.642
"right",48.66
"much",47.345
"need",45.795
"feel",43.971
"cry",43.339
"give",43.295
"living",42.856
"live",42.383
"woman",42.275
"ain't",41.872
"around",41.075
"us",41.075
"alive",40.943
"ah",40.829
"alone",40.466
"back",40.365
"girl",40.239
"inside",40.06
"gone",39.988
"little",39.635
"mine",39.424
"believe",38.49
"still",38.346
"nobody",38.229
"'cause",37.581
"find",37.176
"die",36.985
"tell",36.617
"wanna",35.006
"try",34.867
"turn",34.846
"look",34.757
"show",34.15
"keep",32.888
"stay",32.64
"somebody",31.515
"forever",31.483
"far",31.28
"together",31.024
"good",30.7
"morning",30.34
"nothing",29.991
"long",29.89
"light",29.874
"think",29.419
"nights",29.298
"ever",28.846
"deep",28.123
"well",28.077
"ha",28.057
"without",27.744
"stayin'",27.405
"face",27.287
"home",27.223
"another",27.003
"mind",26.502
"goodbye",26.308
"really",26.126
"dancing",25.807
"burn",25.513
"dream",25.442
"always",24.458
"run",24.445
"people",24.317
"must",24.115
"end",24.07
"true",24.027
"talkin'",24.006
"rain",23.859
"fall",23.296
"leave",23.111
"loving",22.942
"livin'",22.791
"made",22.752
"sun",22.718
"tomorrow",22.343
"soul",22.039
"heaven",22.035
"tears",22.009
"stop",21.684
"fever",21.295
"throw",21.243
"jive",21.211
"hear",20.946
"word",20.783
"aah",20.746
"moment",20.626
"may",20.365
"said",19.884
"came",19.734
"gets",19.492
"wrong",19.437
"last",19.067
"stand",19.002
"break",18.925
"till",18.835
"words",18.768
"pain",18.74
"remember",18.654
"gotta",18.54
"walk",18.471
"high",18.426
"lost",18.422
"close",18.312
"lose",18.221
"enough",18.159
"things",18.036
"everything",17.83
"please",17.67
"wind",17.641
"boogie",17.476
"crying",17.38
"lies",17.34
"something",17.285
"ooh",17.129
"fly",17.086
"left",16.924
"child",16.869
"help",16.716
"born",16.677
"else",16.641
"play",16.534
"place",16.534
"new",16.462
"apart",16.402
"da",16.279
"tonight",16.25
"lay",16.247
"o",16.146
"mean",16.137
"fire",16.079
"lovers",15.84
"darling",15.679
"kiss",15.635
"tender",15.477
"arms",15.34
"nowhere",15.316
"keeps",15.205
"waiting",15.195
"yes",15.134
"understand",15.122
"follow",15.11
"hand",15.048
"put",14.725
"days",14.703
"hurt",14.676
"crazy",14.639
"head",14.561
"feeling",14.537
"maybe",14.463
"even",14.43
"lives",14.429
"everybody",14.425
"sweet",14.323
"seen",14.178
"warm",14.16
"many",14.149
"goin'",14.017
"moon",13.893
"learn",13.885
"lie",13.781
"win",13.498
"line",13.451
"thing",13.404
"smile",13.404
"better",13.345
"start",13.315
"wait",13.259
"open",13.229
"broken",13.191
"harder",13.02
"goes",12.998
"belong",12.928
"anything",12.927
"told",12.779
"knew",12.692
"name",12.68
"fight",12.63
"makes",12.436
"fool",12.233
"going",12.014
"hour",11.853
"sky",11.837
"happy",11.79
"dreams",11.754
"found",11.697
"chance",11.478
"strong",11.293
"bit",11.246
"old",11.186
"summer",11.169
"easy",11.167
"ordinary",11.13
"doin'",11.05
"boy",10.937
"sing",10.807
"bring",10.775
"story",10.729
"breaking",10.644
"broadway",10.603
"saw",10.593
"earth",10.498
"side",10.476
"blue",10.454
"blamin'",10.35
"shine",10.333
"sorry",10.291
"singin'",10.291
"knows",10.291
"air",10.264
"years",10.257
"red",10.228
"anywhere",10.17
"anymore",10.166
"city",10.151
"sad",10.109
"talk",10.1
"ride",10.03
"standing",9.991
"thought",9.96
"reason",9.886
"telling",9.886
"care",9.88
"grease",9.814
"mountain",9.801
"song",9.738
"fade",9.645
"times",9.641
"mother",9.637
"cold",9.576
"touch",9.553
"change",9.516
"though",9.338
"rings",9.334
"climb",9.297
"forget",9.293
"call",9.278
"pray",9.256
"everyday",9.213
"gave",9.173
"power",9.149
"gimme",8.987
"hide",8.968
"wish",8.949
"whether",8.932
"young",8.853
"along",8.828
"angel",8.799
"town",8.721
"went",8.7
"real",8.676
"hard",8.659
"two",8.655
"children",8.65
"started",8.622
"free",8.573
"fools",8.569
"done",8.559
"bad",8.549
"takes",8.543
"road",8.527
"beside",8.44
"hearts",8.427
"fine",8.416
"used",8.351
"instead",8.342
"dark",8.335
"heard",8.328
"music",8.202
"coming",8.153
"goodnight",8.13
"women",8.113
"sorrow",8.1
"part",8.091
"behind",8.046
"ready",8.032
"tear",8.009
